סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
5,1591,יזרעאל,452,1,1,0,566,343,1,342,63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,10,56,0,0,0,200,0,0,0,0,0,0,0,0,0
10,4606,יעף,1044,1,1,0,165,139,0,139,14,1,2,0,0,0,0,4,0,2,0,0,0,0,0,1,3,24,19,0,0,0,67,0,0,0,0,0,0,0,0,2
1,98,ירושלים,3000,15,376,0,675,153,3,150,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,11
1,102,ירושלים,3000,20,21,0,599,183,2,181,0,145,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,15,1,0,0,0,2,0,0,0,0,0,0,0,0,11
1,297,ירושלים,3000,44,16,0,613,303,3,300,0,225,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,63
1,254,ירושלים,3000,67,142,0,583,204,3,201,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,36
1,140,ירושלים,3000,89.2,215,0,565,204,1,203,17,5,8,0,0,0,0,24,0,1,0,0,0,0,0,6,8,54,24,0,0,0,45,1,0,0,0,0,0,0,0,10
1,142,ירושלים,3000,89.4,215,0,564,187,1,186,14,6,9,0,0,0,0,25,0,0,0,0,0,0,0,8,8,36,27,0,0,0,47,0,0,0,0,0,0,0,0,6
1,145,ירושלים,3000,157,89,0,545,283,0,283,23,20,3,0,0,0,1,46,0,0,0,0,1,0,0,11,10,59,43,0,0,0,54,2,0,0,0,0,0,0,0,10
1,152,ירושלים,3000,188,34,0,481,285,1,284,29,30,11,0,0,0,0,41,0,0,0,0,0,0,0,7,2,70,24,0,0,0,40,0,0,0,0,0,0,1,0,29
1,257,ירושלים,3000,221,9,0,619,409,2,407,0,178,1,0,0,0,0,2,0,0,0,0,0,0,0,10,0,34,0,0,0,0,2,0,0,0,0,0,0,0,0,180
1,258,ירושלים,3000,222,49,0,666,498,9,489,0,263,0,0,0,0,0,61,0,0,0,0,0,0,0,30,1,17,0,0,0,0,3,0,0,0,0,0,0,0,0,114
1,260,ירושלים,3000,225,15,0,506,269,0,269,2,210,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,37
1,268,ירושלים,3000,239,214,0,537,335,6,329,0,306,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1,346,ירושלים,3000,257,82,0,628,422,2,420,2,216,0,0,0,0,0,61,0,0,0,0,0,0,0,15,0,17,2,0,0,0,6,0,0,0,0,0,0,0,0,101
1,320,ירושלים,3000,269,43,0,647,503,3,500,3,128,0,0,0,0,1,153,0,0,0,0,0,0,0,61,2,52,0,0,0,0,3,0,0,0,0,0,0,0,0,97
1,463,ירושלים,3000,425,52,0,400,237,0,237,3,11,0,0,0,0,0,26,0,0,0,0,0,0,0,12,6,93,4,0,0,0,32,0,1,0,0,0,0,0,0,49
1,644,ירושלים,3000,440,327,0,667,376,3,373,31,4,11,0,1,0,0,54,0,0,0,0,0,0,0,8,15,80,55,0,0,0,103,0,0,0,0,0,1,0,0,10
1,557,ירושלים,3000,451,45,0,530,124,0,124,3,3,2,0,0,0,0,13,0,0,0,0,0,0,0,0,10,44,12,0,0,0,33,1,0,0,0,0,0,0,0,3
1,658,ירושלים,3000,518.2,316,0,700,130,1,129,0,2,74,0,0,0,0,5,0,0,4,0,0,0,0,9,2,12,2,0,0,0,19,0,0,0,0,0,0,0,0,0
1,602,ירושלים,3000,545.1,325,0,481,79,1,78,2,0,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,5,0,0,0,3,0,0,0,0,0,0,0,0,0
1,667,ירושלים,3000,623,324,0,385,254,8,246,1,60,15,0,0,0,0,77,0,0,0,1,0,0,0,57,2,26,1,0,0,0,2,0,0,0,0,0,0,0,0,4
1,76,ירושלים,3000,742,483,0,389,38,0,38,2,0,26,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,1,0,1,0,0,0,0
1,553,ירושלים,3000,830.4,248,0,621,453,2,451,11,18,0,0,0,0,0,42,0,0,0,0,0,0,0,23,17,219,4,0,0,0,73,0,0,0,0,0,0,0,0,44
1,129,ירושלים,3000,832,376,0,781,85,1,84,0,65,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1,172,ירושלים,3000,966.3,375,0,578,260,0,260,12,19,4,0,0,0,0,25,0,0,0,0,0,0,0,11,3,86,30,0,0,0,48,0,0,0,0,0,0,0,0,22
6,2517,כישור,1153,1,1,0,122,96,0,96,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,10,0,0,0,60,1,0,0,0,0,0,0,0,1
6,2748,כסרא-סמיע,1296,9,10,0,607,128,0,128,11,1,2,0,0,0,0,20,0,0,0,0,0,0,0,1,15,6,9,0,0,0,63,0,0,0,0,0,0,0,0,0
8,3471,כפר המכבי,254,1,1,0,307,212,0,212,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,14,24,0,0,0,127,0,0,0,0,0,0,0,0,1
19,10219,כפר סבא,6900,11.1,4,0,559,408,0,408,34,2,1,0,0,0,0,23,0,0,0,0,0,0,0,7,9,97,32,0,0,0,192,0,0,0,0,0,0,0,0,11
19,10244,כפר סבא,6900,30.1,33,0,595,382,0,382,27,4,2,1,0,0,0,19,0,0,0,0,0,0,0,2,24,118,20,0,0,0,145,0,0,0,0,0,0,0,1,19
19,10245,כפר סבא,6900,30.2,33,0,594,388,1,387,36,4,2,0,0,0,1,22,0,0,0,0,0,0,0,9,30,104,23,0,0,0,150,0,0,0,0,0,0,0,0,6
19,10312,כפר סבא,6900,106,37,0,391,242,1,241,4,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,30,106,4,0,0,0,56,0,0,0,0,0,0,0,0,33
19,10316,כפר סבא,6900,110,8,0,532,421,1,420,29,0,1,1,0,0,2,11,0,0,0,0,0,0,0,2,34,86,45,0,0,0,205,0,0,0,0,0,0,0,0,4
19,10335,כפר סבא,6900,129,89,0,623,550,1,549,35,0,0,1,0,0,0,19,0,0,0,0,0,0,0,3,33,74,39,0,0,0,342,0,0,0,0,0,0,0,0,3
19,10342,כפר סבא,6900,136,99,0,501,428,0,428,19,0,3,0,0,0,0,14,0,0,0,0,0,0,0,3,14,48,28,0,0,0,293,0,1,0,0,0,0,0,0,5
4,1412,לבנים,1230,1,2,0,324,226,0,226,19,4,1,0,0,0,14,8,0,0,0,0,0,0,0,7,9,74,12,0,0,0,75,0,0,0,0,0,0,0,0,3
6,2757,לפידות,1173,1,1,0,129,96,0,96,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,48,1,0,0,0,21,0,0,0,0,0,0,0,0,10
17,9106,מבקיעים,573,1,1,0,372,274,0,274,17,1,0,0,0,0,5,17,0,0,0,0,0,0,0,8,9,105,4,0,0,0,85,0,0,0,0,0,0,0,0,23
5,1595,מולדת,269,2,3,0,433,308,1,307,30,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,24,41,0,0,0,194,0,0,0,0,1,0,0,0,2
6,2476,מורן,1163,1,1,0,337,257,1,256,26,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,11,19,33,0,0,0,161,0,0,0,0,0,0,0,0,1
3,1137,מירון,607,1,2,0,443,261,0,261,3,61,0,0,0,0,3,79,0,0,0,0,0,0,0,29,0,42,1,0,0,0,6,0,0,0,0,0,0,0,0,37
9,4162,מעלה עירון,1327,16,6,0,528,289,1,288,2,1,281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6,2793,מתת,1184,1,1,0,155,101,0,101,18,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,34,0,0,0,28,1,0,0,0,0,0,0,0,0
17,9114,נגבה,315,1,1,0,701,482,1,481,58,1,3,0,0,0,5,4,0,0,0,0,0,0,0,2,28,27,104,0,0,0,246,0,0,1,0,0,0,0,0,2
10,4620,נעורים,186,1,1,0,195,73,1,72,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,11,2,0,0,0,44,0,0,0,0,0,0,0,0,1
8,3343,נשר,2500,12,1,0,366,184,0,184,15,2,1,0,0,0,0,6,0,0,0,0,0,0,0,2,42,63,5,0,0,0,33,0,0,0,0,0,0,0,1,14
8,3352,נשר,2500,24,14,0,520,258,2,256,19,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,44,55,17,0,0,0,106,2,0,0,0,0,0,0,0,0
10,4212,נתניה,7400,38,26,0,612,276,4,272,13,8,0,0,0,0,0,25,0,1,0,0,0,0,0,14,31,108,6,0,0,0,52,0,0,0,0,0,1,0,0,13
10,4259,נתניה,7400,94,48,0,424,224,5,219,3,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,10,101,1,0,0,0,34,1,1,0,0,0,0,0,1,58
10,4315,נתניה,7400,157.4,17,0,622,354,1,353,7,3,0,0,0,0,1,15,0,0,0,0,0,0,0,3,47,160,3,0,0,0,77,0,3,0,0,0,0,0,0,34
10,4338,נתניה,7400,177,145,0,497,257,2,255,9,4,0,0,0,0,0,16,0,0,0,0,0,0,0,9,42,88,5,0,0,0,57,0,0,0,0,0,1,0,0,24
10,4455,נתניה,7400,283,148,0,569,264,0,264,4,3,0,1,0,0,0,10,0,0,0,0,0,0,0,3,24,133,1,0,0,0,69,0,0,0,0,0,1,0,0,15
6,2680,סואעד (חמרייה),942,1,2,0,146,66,0,66,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0
18,9794,סמר,1156,1,1,0,227,149,1,148,15,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,64,0,0,0,60,0,0,0,0,0,0,0,0,0
19,10441,עדנים,2035,1,1,0,300,232,0,232,14,0,1,0,0,0,41,4,0,0,0,0,0,0,0,0,8,23,21,0,0,0,120,0,0,0,0,0,0,0,0,0
5,1492,עין דור,436,1,1,0,431,269,0,269,32,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,15,76,0,0,0,131,0,0,0,0,0,0,0,0,0
5,1505,עפולה,7700,12,14,0,410,280,2,278,11,9,0,0,0,0,0,14,0,0,0,0,2,0,0,20,10,149,1,0,0,0,14,0,0,0,0,0,0,0,0,48
5,1548,עפולה,7700,55,23,0,419,305,2,303,18,0,0,0,0,0,0,34,0,0,0,0,0,0,0,7,17,163,0,0,0,0,51,0,0,0,0,0,0,0,1,12
5,1556,עפולה,7700,66,30,0,644,466,2,464,23,2,2,0,0,0,0,13,0,1,0,0,0,0,0,11,55,208,4,2,0,0,120,0,1,0,0,0,0,0,1,21
4,1388,פוריה עילית,1313,1,1,0,403,254,3,251,22,0,2,0,0,0,0,10,0,0,0,0,0,0,0,1,25,98,5,0,0,0,82,0,0,0,0,0,0,0,2,4
6,2652,צביה,1180,1,1,0,267,184,1,183,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,11,33,0,0,0,111,0,0,0,0,0,0,0,0,0
10,4636,צוקי ים,1102,1,2,0,162,114,0,114,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,12,22,0,0,0,62,0,0,0,0,0,1,0,0,5
6,2807,צוריאל,774,1,1,0,288,213,1,212,45,0,0,0,0,0,19,9,0,0,0,0,0,0,0,12,3,95,1,0,0,0,13,0,0,0,0,0,0,0,0,15
9,4018,קיסריה,1167,3,2,0,550,335,0,335,24,1,2,0,0,0,0,11,0,0,0,0,0,0,0,1,17,63,43,0,0,0,171,0,0,0,0,0,0,0,0,2
2,1113,קליה,3601,1,1,0,313,221,2,219,18,3,1,0,0,0,0,13,0,1,0,0,0,0,0,3,16,38,4,0,0,0,120,0,1,0,0,0,0,0,0,1
8,3494,קרית אתא,6800,25,3,0,634,455,2,453,19,19,0,1,0,0,0,48,0,0,0,0,0,0,0,16,39,180,3,0,0,0,78,0,0,0,0,0,0,0,2,48
8,3497,קרית אתא,6800,28,14,0,544,414,1,413,13,46,0,0,0,0,2,67,0,0,0,0,0,0,0,17,14,134,1,0,0,0,48,0,0,0,0,0,0,0,0,71
8,3508,קרית אתא,6800,39,49,0,715,531,3,528,25,7,0,0,0,0,0,26,0,0,0,0,0,0,0,11,41,241,1,0,0,0,117,0,0,0,0,0,1,0,0,58
8,3528,קרית אתא,6800,61.2,62,0,578,420,0,420,9,7,0,0,0,0,0,18,0,0,0,0,0,0,0,8,16,192,4,0,0,0,146,0,0,0,0,0,0,0,0,20
8,3541,קרית אתא,6800,71,40,0,575,429,1,428,40,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,21,169,8,0,0,0,163,1,0,0,0,0,0,0,0,3
8,3426,קרית ביאליק,9500,7,7,0,546,382,1,381,35,5,0,0,0,0,0,13,0,0,0,0,0,0,0,3,17,99,7,0,0,0,193,0,0,0,0,0,0,0,0,9
8,3434,קרית ביאליק,9500,16,13,0,569,305,1,304,12,14,0,0,0,0,0,4,0,0,0,0,1,0,0,2,75,122,4,0,0,0,59,0,0,0,0,0,0,0,0,11
17,8915,קרית גת,2630,3,6,0,441,251,2,249,11,6,0,0,0,0,0,13,0,0,0,0,0,0,1,4,24,105,1,0,0,0,32,0,0,0,0,1,0,0,0,51
17,8916,קרית גת,2630,4,22,0,614,333,8,325,4,2,0,0,0,0,0,10,0,1,0,0,1,0,1,5,67,146,1,1,0,0,46,0,0,0,0,0,1,1,2,36
17,8922,קרית גת,2630,11,2,0,540,377,3,374,26,0,0,0,0,0,1,22,0,0,0,0,0,0,0,13,10,174,8,0,0,0,90,0,0,0,0,1,0,0,0,29
17,8932,קרית גת,2630,21,5,0,417,263,0,263,5,28,0,0,0,0,2,12,0,0,0,1,0,0,0,4,37,78,0,0,1,0,26,1,1,0,0,0,0,0,0,67
17,8933,קרית גת,2630,22,5,0,594,403,0,403,28,3,0,0,0,0,0,19,0,1,0,0,0,0,0,13,36,153,3,0,0,0,83,0,0,0,0,0,0,0,0,64
17,8948,קרית גת,2630,34,3,0,540,328,2,326,15,10,0,0,0,0,0,12,0,0,0,0,0,0,2,6,50,105,1,0,0,0,75,0,4,0,0,0,0,1,0,45
17,8951,קרית גת,2630,38,11,0,463,275,13,262,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,33,93,1,1,0,0,84,0,2,0,0,0,1,1,0,36
17,8952,קרית גת,2630,39,11,0,457,324,1,323,21,24,0,0,0,0,0,40,0,0,0,0,0,0,0,13,20,104,0,0,0,0,51,0,0,0,0,0,0,0,0,50
17,8954,קרית גת,2630,42,5,0,533,302,0,302,13,7,0,0,0,0,0,13,0,0,0,0,0,0,0,5,61,99,4,0,0,0,62,1,0,0,0,0,0,0,2,35
17,8959,קרית גת,2630,55,17,0,727,520,2,518,2,251,0,0,0,0,0,12,0,0,0,0,0,0,0,7,49,59,0,0,0,0,39,1,0,0,0,1,0,0,1,96
17,8968,קרית גת,2630,65,17,0,584,355,5,350,5,63,0,0,0,0,0,2,0,0,0,0,0,0,0,4,77,67,0,0,1,0,26,0,0,0,0,0,0,2,1,102
17,8970,קרית גת,2630,67,19,0,576,334,3,331,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,6,84,131,1,0,2,0,41,0,0,0,0,0,0,0,0,51
17,8971,קרית גת,2630,68,17,0,610,470,3,467,21,43,0,0,0,0,0,36,0,0,0,0,0,0,0,3,12,192,3,0,0,0,94,0,0,0,0,0,0,0,0,63
17,8977,קרית גת,2630,71,13,0,457,256,1,255,5,3,0,3,1,0,0,2,0,0,0,0,0,0,0,0,98,80,4,0,0,0,42,1,0,0,0,2,0,0,1,13
8,3558,קרית ים,9600,9,2,0,672,313,3,310,7,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,94,140,3,0,0,0,53,0,0,0,0,0,0,0,0,7
8,3566,קרית ים,9600,17,27,0,615,298,6,292,5,4,0,0,1,0,0,6,0,1,0,0,0,0,0,4,49,166,1,1,0,0,41,0,0,0,0,1,0,0,0,12
8,3568,קרית ים,9600,19,18,0,635,314,2,312,3,3,0,0,0,0,0,3,0,1,0,0,0,0,0,5,122,125,0,0,0,0,29,0,0,1,0,0,0,1,0,19
8,3607,קרית ים,9600,64,15,0,464,339,2,337,16,3,0,0,0,0,0,12,0,0,0,0,0,0,0,4,67,111,2,1,0,0,111,0,0,0,0,0,0,0,0,10
8,3610,קרית מוצקין,8200,2,16,0,406,275,3,272,25,0,0,0,0,0,0,16,0,0,0,0,1,0,0,3,11,101,7,0,0,0,97,0,0,0,0,0,0,0,0,11
8,3616,קרית מוצקין,8200,8,13,0,549,284,2,282,16,1,0,0,0,0,0,8,0,0,0,0,0,0,0,4,49,119,2,0,0,0,69,1,0,0,0,1,0,0,0,12
8,3618,קרית מוצקין,8200,10,2,0,551,385,3,382,25,4,1,0,0,0,1,27,0,0,0,0,0,0,0,3,28,123,8,0,0,0,151,0,0,0,0,0,0,0,2,9
8,3625,קרית מוצקין,8200,16.2,1,0,626,344,4,340,28,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,86,85,9,0,0,0,108,0,1,0,0,0,0,0,0,5
8,3647,קרית מוצקין,8200,36,14,0,412,231,3,228,14,3,0,0,0,0,0,12,0,0,0,0,0,0,0,7,39,78,6,0,0,0,61,0,0,0,0,0,2,0,0,6
17,9001,קרית מלאכי,1034,16,1,0,559,397,3,394,22,8,0,0,0,0,3,28,0,1,0,0,0,0,0,11,9,203,1,0,0,0,42,0,1,0,0,0,0,0,0,65
2,817,קרית ענבים,78,1,2,0,306,209,0,209,39,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,17,40,0,0,0,100,0,0,0,0,0,0,0,0,1
6,2494,ראס אל-עין,1334,1,1,0,264,189,1,188,7,1,103,0,0,0,0,0,0,0,1,1,0,0,1,1,8,3,2,0,0,0,60,0,0,0,0,0,0,0,0,0
13,5982,ראשון לציון,8300,12,40,0,602,296,0,296,13,1,0,0,0,0,0,11,0,0,0,0,0,0,0,9,31,112,2,0,0,0,90,0,5,0,0,0,0,2,0,20
13,5761,ראשון לציון,8300,26.3,128,0,613,312,1,311,17,2,0,0,0,0,0,7,0,0,1,0,0,0,0,1,54,91,7,0,0,0,128,0,0,0,0,0,0,0,0,3
13,5769,ראשון לציון,8300,35,63,0,571,355,1,354,10,8,0,0,0,0,0,15,0,0,0,0,0,0,1,6,50,125,6,0,0,0,111,0,0,0,0,0,0,0,0,22
13,5775,ראשון לציון,8300,45,36,0,514,307,0,307,18,2,2,0,0,0,0,8,0,0,0,0,0,0,1,5,52,87,7,0,0,0,108,0,0,0,0,0,0,0,0,17
13,5913,ראשון לציון,8300,48,23,0,565,295,0,295,20,2,0,0,0,0,0,14,0,0,0,0,0,0,0,6,52,71,8,0,0,0,115,0,1,0,0,1,1,0,0,4
13,5857,ראשון לציון,8300,71,44,0,598,375,2,373,21,2,0,0,0,0,0,37,0,0,0,0,0,0,0,4,45,97,6,0,0,0,145,0,1,0,0,0,1,0,0,14
13,5987,ראשון לציון,8300,90.5,25,0,618,373,2,371,10,5,2,0,0,0,0,7,0,0,0,0,0,0,0,8,39,166,3,0,0,0,106,0,0,0,0,0,0,1,0,24
13,5930,ראשון לציון,8300,92,11,0,754,468,0,468,18,5,0,0,0,0,0,21,1,1,0,0,0,0,1,7,57,134,11,0,0,0,203,0,0,0,0,0,0,0,1,8
13,5931,ראשון לציון,8300,93,76,0,601,344,4,340,30,2,0,0,0,0,0,10,0,2,0,0,0,0,0,4,58,72,3,0,0,0,147,0,0,0,0,0,0,0,0,12
13,5991,ראשון לציון,8300,96,3,0,590,334,2,332,8,1,0,0,0,0,0,9,0,0,0,0,0,0,0,11,40,157,0,0,0,0,77,0,1,0,0,0,0,1,0,27
13,5992,ראשון לציון,8300,98,3,0,651,332,4,328,5,1,2,0,0,0,1,12,0,0,0,0,0,0,0,3,20,140,6,1,0,0,90,0,10,0,0,0,1,0,0,36
13,5939,ראשון לציון,8300,111,50,0,545,358,0,358,30,3,0,0,0,0,0,14,0,2,0,0,0,0,0,4,29,80,7,0,0,0,178,0,0,0,0,0,0,0,0,11
13,5944,ראשון לציון,8300,116,105,0,567,273,1,272,13,6,0,0,0,0,0,10,0,0,0,0,0,0,0,6,47,82,5,0,0,0,95,0,3,0,0,0,0,0,0,5
13,5793,ראשון לציון,8300,128,10,0,693,361,0,361,12,3,1,0,0,0,0,11,0,4,0,0,0,0,0,1,104,95,10,0,0,0,103,0,0,0,0,0,0,0,0,17
13,5860,ראשון לציון,8300,131,28,0,514,361,2,359,33,4,0,0,0,0,1,6,0,1,0,0,0,0,0,1,47,64,12,0,0,0,185,0,0,0,0,0,1,0,0,4
13,5993,ראשון לציון,8300,150,124,0,506,370,0,370,23,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,30,128,5,0,0,0,165,0,0,0,0,0,0,0,0,4
13,5812,ראשון לציון,8300,177,120,0,524,446,2,444,28,2,0,0,0,0,0,19,0,0,0,0,0,0,0,4,48,126,5,0,0,0,196,0,0,0,0,0,0,0,2,14
13,5867,ראשון לציון,8300,204,44,0,555,378,3,375,20,4,0,0,0,0,1,28,0,0,0,0,0,0,0,1,56,86,11,0,0,0,160,0,0,0,0,0,0,0,1,7
13,5816,ראשון לציון,8300,228,55,0,475,310,2,308,23,4,0,1,0,0,0,18,0,0,0,0,0,0,0,5,41,95,9,0,0,0,101,0,0,0,0,0,0,0,1,10
13,6042,ראשון לציון,8300,243,125,0,571,386,2,384,16,0,0,0,0,0,1,17,0,0,0,0,0,0,0,4,48,158,3,0,1,0,117,0,0,0,0,0,0,0,0,19
13,6077,ראשון לציון,8300,287,115,0,759,560,3,557,21,1,0,0,0,0,0,12,0,0,0,0,0,0,0,3,29,214,20,0,0,0,239,0,0,0,0,0,0,0,0,18
13,6090,ראשון לציון,8300,308,99,0,607,431,1,430,18,3,0,0,0,0,0,18,0,0,0,0,0,0,0,8,48,140,6,0,0,0,173,0,0,0,0,0,0,0,0,16
13,5971,ראשון לציון,8300,507.4,122,0,568,438,1,437,24,2,0,1,0,0,0,17,0,1,0,0,0,0,0,7,20,160,11,0,0,0,181,0,1,0,0,1,0,0,0,11
13,5972,ראשון לציון,8300,507.5,122,0,564,438,2,436,32,1,0,1,0,0,0,12,0,0,0,0,0,0,0,6,25,133,13,0,0,0,200,1,0,0,0,0,0,0,0,12
13,5830,ראשון לציון,8300,956,7,0,200,121,0,121,27,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,29,34,1,0,0,0,27,0,0,0,0,0,0,0,0,0
13,6137,רחובות,8400,56,7,0,550,282,2,280,6,4,0,0,0,0,0,10,0,0,0,0,1,0,0,13,23,107,2,0,0,0,72,0,2,0,0,0,0,0,0,40
13,6138,רחובות,8400,57,7,0,404,269,3,266,10,3,0,0,0,0,1,13,0,0,0,0,0,0,0,11,10,135,1,0,0,0,24,0,1,0,0,0,0,0,1,56
13,6170,רחובות,8400,122,32,0,706,510,0,510,18,14,0,0,0,0,1,39,0,0,0,0,0,12,0,0,68,152,13,1,0,0,149,0,0,0,0,0,0,0,0,43
8,3408,רכסים,922,9,8,0,532,473,3,470,1,215,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,220
12,5347,רמלה,8500,62,9,0,604,316,4,312,7,5,13,0,0,0,0,3,0,0,0,0,0,0,0,4,27,197,5,0,0,0,8,0,3,0,0,1,1,0,0,38
12,5348,רמלה,8500,63,5,0,471,259,3,256,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,18,145,0,0,0,0,29,0,0,0,0,0,0,0,0,46
12,5363,רמלה,8500,82,3,0,501,306,3,303,1,6,1,0,0,0,0,9,0,1,0,0,1,0,1,4,20,153,0,0,0,0,58,1,4,0,0,0,0,0,0,43
15,7694,רמת גן,8600,132,10,0,576,287,1,286,16,14,1,1,0,0,0,16,0,0,0,0,0,0,0,7,18,82,12,0,1,0,110,0,0,0,0,0,0,0,0,8
8,3549,רמת יוחנן,178,2,1,0,383,272,1,271,47,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,12,11,45,0,0,0,150,0,1,0,0,0,0,0,0,0
19,10444,רעננה,8700,4,11,0,478,332,1,331,5,6,0,0,0,0,1,13,0,0,0,0,0,0,0,4,16,166,7,0,0,0,65,0,0,0,0,0,0,0,0,48
19,10497,רעננה,8700,54,2,0,700,440,0,440,23,7,2,1,0,0,0,19,0,0,0,0,0,0,0,3,21,74,36,0,0,0,238,0,0,0,0,0,1,0,0,15
19,10500,רעננה,8700,55.3,32,0,702,318,1,317,14,1,0,0,0,0,0,58,0,1,0,0,0,0,0,3,10,70,21,1,0,0,130,0,0,0,0,0,0,0,0,8
17,9145,שדה דוד,36,1,1,0,415,314,1,313,12,5,1,0,0,0,17,12,0,0,0,0,0,0,0,7,7,142,2,0,0,0,57,1,0,0,0,0,0,0,0,50
17,9146,שדה יואב,293,1,1,0,373,302,1,301,57,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,10,9,69,0,0,0,149,0,0,0,0,0,1,0,0,1
13,6518,שדמה,555,1,1,0,382,293,2,291,22,0,2,0,0,0,14,3,0,0,1,0,0,0,0,0,9,20,38,0,0,0,182,0,0,0,0,0,0,0,0,0
17,9032,שדרות,1031,19,4,0,730,512,4,508,46,9,2,0,0,0,0,23,0,0,0,0,0,0,0,35,30,241,1,0,0,0,40,0,0,0,0,0,0,0,0,81
17,9037,שדרות,1031,25,12,0,565,382,4,378,46,1,0,0,0,0,0,20,0,0,0,0,0,0,0,11,46,184,2,0,0,0,37,0,0,0,0,1,0,0,0,30
6,2495,שזור,527,1,1,0,279,193,0,193,10,4,0,0,0,0,7,3,0,0,0,0,0,0,0,3,2,116,1,0,0,0,31,0,0,0,0,1,0,0,0,15
14,7005,תל אביב - יפו,5000,745,231,0,434,202,2,200,5,1,0,0,0,0,0,8,0,0,0,0,0,0,0,2,14,102,11,0,0,0,26,0,0,0,0,0,0,0,0,31
5,1565,אביטל,2052,1,1,0,388,308,2,306,8,9,0,0,0,0,4,26,1,0,0,0,0,0,0,13,6,186,0,0,0,0,29,0,0,0,0,0,0,0,0,24
5,1567,אומן,1108,1,1,0,355,221,0,221,7,4,0,0,0,0,0,9,0,0,0,0,0,0,0,4,40,114,0,0,0,0,32,0,0,0,0,0,0,0,0,11
9,3862,אור עקיבא,1020,12.4,17,0,662,407,2,405,16,1,0,0,0,0,0,16,0,1,0,0,0,0,0,4,91,185,4,0,0,0,72,0,0,0,0,0,0,0,1,14
4,1391,אילניה,49,1,1,0,460,310,0,310,20,1,1,0,0,0,10,18,0,0,0,0,0,0,0,3,14,102,14,0,0,0,121,0,1,0,0,0,0,0,2,3
18,9714,אילת,2600,13.4,5,0,544,203,2,201,11,1,0,0,0,0,0,5,0,1,0,0,0,0,0,1,34,60,6,0,0,0,72,0,0,0,0,0,0,0,1,9
18,9722,אילת,2600,21.3,4,0,639,235,3,232,11,5,2,0,0,0,0,9,0,1,0,0,0,0,1,0,18,120,3,0,0,0,41,0,2,0,0,0,0,0,0,19
